id,nome,sobrenome,email,dataAdmissao,cargo
80552,Luan da,Peixoto,luanpeixoto@nomeEmpresa.com,2019-09-01,Vendedor Externo
80553,Esther Cavalcanti,Costa,cavalcanticosta@nomeEmpresa.com,2004-06-01,Vendedor Interno
80554,Rafaela Mendonça,Teixeira,mendoncateixeira@nomeEmpresa.com,2024-02-10,Vendedor Interno
80555,da Cunha,Leão,daleao@nomeEmpresa.com,2008-03-29,Telemarketing
80556,Vitória Peixoto,Abreu,vitoriaabreu@nomeEmpresa.com,2019-03-07,Vendedor Externo
80557,Cauã Souza,Rezende,souzarezende@nomeEmpresa.com,2024-08-14,Vendedor Interno
80558,da Conceição,Costa,dacosta@nomeEmpresa.com,2017-08-28,Vendedor Externo
80559,Ana Rezende,Cavalcanti,anacavalcanti@nomeEmpresa.com,2021-06-17,Telemarketing
80560,Laura da,Nunes,lauranunes@nomeEmpresa.com,2015-03-15,Telemarketing
80561,da Rocha,Melo,damelo@nomeEmpresa.com,2011-02-22,Vendedor Interno
80562,Pedro Henrique,Alves,pedroalves@nomeEmpresa.com,2015-01-05,Consultor de Vendas
80563,Benjamim Silva,Vasconcelos,silvavasconcelos@nomeEmpresa.com,2016-02-24,Promotor de Vendas
80564,Isaque Teixeira,Castro,teixeiracastro@nomeEmpresa.com,2009-07-11,Vendedor Interno
80565,Agatha Martins,Costa,martinscosta@nomeEmpresa.com,2007-03-28,Vendedor Interno
80566,Liz Pinto,Carvalho,lizcarvalho@nomeEmpresa.com,2005-06-22,Vendedor Externo
80567,Bianca Correia,Mota,correiamota@nomeEmpresa.com,2010-12-28,Vendedor Externo
80568,Diego Silva,Guerra,silvaguerra@nomeEmpresa.com,2021-10-18,Vendedor Externo
80569,Rafaela Santos,Teixeira,santosteixeira@nomeEmpresa.com,2004-11-15,Vendedor Externo
80570,Miguel Rocha,Sousa,miguelsousa@nomeEmpresa.com,2015-11-30,Vendedor Interno
80571,Luana Rezende,Neves,rezendeneves@nomeEmpresa.com,2017-12-12,Vendedor Externo
80572,Renan Pastor,Montenegro,pastormontenegro@nomeEmpresa.com,2012-07-05,Telemarketing
80573,Joana Brito,Porto,britoporto@nomeEmpresa.com,2007-11-28,Telemarketing
80574,Vinicius Nascimento,Conceição,viniciusconceicao@nomeEmpresa.com,2005-07-10,Telemarketing
80575,Liz Pires,Aparecida,piresaparecida@nomeEmpresa.com,2021-04-02,Vendedor Interno
80576,Antônio Nascimento,Moura,nascimentomoura@nomeEmpresa.com,2004-04-11,Telemarketing
80577,Nathan Cavalcante,Andrade,cavalcanteandrade@nomeEmpresa.com,2023-02-14,Vendedor Interno
80578,Danilo Almeida,Martins,almeidamartins@nomeEmpresa.com,2007-11-21,Vendedor Interno
80579,Thiago Marques,Viana,marquesviana@nomeEmpresa.com,2008-12-24,Vendedor Externo
80580,Bernardo Mendonça,Aparecida,mendoncaaparecida@nomeEmpresa.com,2021-04-09,Telemarketing
80581,da Cruz,Ramos,daramos@nomeEmpresa.com,2020-04-21,Telemarketing
80582,Thiago Garcia,Sales,garciasales@nomeEmpresa.com,2021-05-25,Vendedor Externo
80583,Valentina Guerra,Mendonça,guerramendonca@nomeEmpresa.com,2009-03-28,Vendedor Interno
80584,Miguel Lopes,Cruz,miguelcruz@nomeEmpresa.com,2007-02-15,Promotor de Vendas
80585,Isis Melo,Fernandes,melofernandes@nomeEmpresa.com,2004-12-13,Vendedor Interno
80586,Henrique Vieira,Dias,vieiradias@nomeEmpresa.com,2018-09-19,Vendedor Interno
80587,Luísa Ramos,Araújo,ramosaraujo@nomeEmpresa.com,2005-10-21,Telemarketing
80588,Vinícius Farias,Cavalcanti,fariascavalcanti@nomeEmpresa.com,2009-09-01,Vendedor Interno
80589,Anna Liz,Vargas,annavargas@nomeEmpresa.com,2022-03-16,Telemarketing
80590,Marcelo Sampaio,Rios,sampaiorios@nomeEmpresa.com,2020-11-21,Vendedor Interno
80591,Luna Santos,Nogueira,santosnogueira@nomeEmpresa.com,2006-06-25,Telemarketing
80592,Olivia Ferreira,Mata,oliviamata@nomeEmpresa.com,2011-02-07,Telemarketing
80593,Matteo Nogueira,Cruz,nogueiracruz@nomeEmpresa.com,2024-03-10,Vendedor Interno
80594,Lavínia Albuquerque,Paz,albuquerquepaz@nomeEmpresa.com,2011-06-28,Vendedor Interno
80595,da Luz,Cardoso,dacardoso@nomeEmpresa.com,2022-12-02,Vendedor Interno
80596,Valentim Ferreira,Ribeiro,valentimribeiro@nomeEmpresa.com,2005-06-12,Vendedor Externo
80597,Yago Melo,Fonseca,melofonseca@nomeEmpresa.com,2022-02-03,Vendedor Interno
80598,Lucca Garcia,Caldeira,luccacaldeira@nomeEmpresa.com,2014-01-05,Promotor de Vendas
80599,Stella Nogueira,Vieira,nogueiravieira@nomeEmpresa.com,2014-01-30,Vendedor Interno
80600,Maitê Câmara,Aragão,maitearagao@nomeEmpresa.com,2008-08-25,Vendedor Interno
80601,Arthur Nogueira,Novais,nogueiranovais@nomeEmpresa.com,2010-06-29,Vendedor Externo
80602,Dom Andrade,Ramos,andraderamos@nomeEmpresa.com,2021-08-22,Vendedor Externo
80603,Ravi Lucca,Câmara,ravicamara@nomeEmpresa.com,2023-11-30,Vendedor Interno
80604,Laís Barros,Rios,barrosrios@nomeEmpresa.com,2014-11-16,Vendedor Interno
80605,Luiza Monteiro,Azevedo,monteiroazevedo@nomeEmpresa.com,2007-01-21,Promotor de Vendas
80606,Marcelo Sá,Moraes,samoraes@nomeEmpresa.com,2018-11-04,Vendedor Interno
80607,Nathan Brito,Albuquerque,britoalbuquerque@nomeEmpresa.com,2015-12-06,Vendedor Interno
80608,Nicole Carvalho,Silveira,nicolesilveira@nomeEmpresa.com,2006-07-25,Promotor de Vendas
80609,Gabriel Ribeiro,Azevedo,gabrielazevedo@nomeEmpresa.com,2016-03-10,Vendedor Externo
80610,Arthur Cassiano,Vargas,cassianovargas@nomeEmpresa.com,2006-10-28,Vendedor Interno
80611,Noah Ramos,Rosa,noahrosa@nomeEmpresa.com,2008-12-05,Vendedor Externo
80612,Júlia Melo,Câmara,juliacamara@nomeEmpresa.com,2015-04-22,Telemarketing
80613,Gabriel Nogueira,Cavalcante,gabrielcavalcante@nomeEmpresa.com,2004-08-03,Vendedor Interno
80614,Beatriz Vasconcelos,Moreira,vasconcelosmoreira@nomeEmpresa.com,2005-07-08,Vendedor Interno
80615,Samuel Castro,Câmara,castrocamara@nomeEmpresa.com,2020-11-18,Telemarketing
80616,Vitória Mendonça,Sales,mendoncasales@nomeEmpresa.com,2022-07-26,Telemarketing
80617,Yuri Araújo,Pereira,araujopereira@nomeEmpresa.com,2010-08-22,Vendedor Interno
80618,Isis Cardoso,Pires,isispires@nomeEmpresa.com,2011-06-27,Vendedor Interno
80619,Ayla Freitas,Camargo,freitascamargo@nomeEmpresa.com,2022-03-25,Telemarketing
80620,Leandro Pacheco,Viana,pachecoviana@nomeEmpresa.com,2018-12-06,Vendedor Externo
80621,Melina Souza,Moreira,souzamoreira@nomeEmpresa.com,2010-03-19,Vendedor Interno
80622,Léo Fernandes,Mendonça,fernandesmendonca@nomeEmpresa.com,2011-09-16,Vendedor Interno
80623,Vitória Sá,Conceição,saconceicao@nomeEmpresa.com,2008-12-17,Telemarketing
80624,Vicente Costela,Pastor,costelapastor@nomeEmpresa.com,2004-12-17,Vendedor Externo
80625,Rafael Aparecida,Camargo,aparecidacamargo@nomeEmpresa.com,2006-04-04,Consultor de Vendas
80626,Asafe Azevedo,Cirino,azevedocirino@nomeEmpresa.com,2006-01-26,Vendedor Interno
80627,Sofia Marques,Montenegro,marquesmontenegro@nomeEmpresa.com,2010-04-22,Vendedor Externo
80628,Gustavo Rocha,Freitas,gustavofreitas@nomeEmpresa.com,2017-11-25,Vendedor Externo
80629,Cecília Novais,Barbosa,ceciliabarbosa@nomeEmpresa.com,2013-08-06,Telemarketing
80630,Lucas Silva,Duarte,lucasduarte@nomeEmpresa.com,2022-11-03,Vendedor Externo
80631,da Mota,Cavalcante,dacavalcante@nomeEmpresa.com,2005-11-13,Vendedor Externo
80632,Francisco Freitas,Costela,freitascostela@nomeEmpresa.com,2024-09-22,Telemarketing
80633,Maysa Cassiano,Montenegro,cassianomontenegro@nomeEmpresa.com,2018-07-21,Vendedor Interno
80634,Lucca da,Aragão,luccaaragao@nomeEmpresa.com,2007-10-31,Vendedor Interno
80635,Eloah Santos,Farias,santosfarias@nomeEmpresa.com,2024-03-12,Vendedor Externo
80636,Erick Moraes,Monteiro,moraesmonteiro@nomeEmpresa.com,2006-04-20,Telemarketing
80637,Levi Pastor,Carvalho,pastorcarvalho@nomeEmpresa.com,2015-07-17,Vendedor Externo
80638,Henrique da,Aparecida,henriqueaparecida@nomeEmpresa.com,2023-03-17,Consultor de Vendas
80639,Sofia Pires,Dias,piresdias@nomeEmpresa.com,2007-11-16,Vendedor Interno
80640,Sofia Silva,Viana,silvaviana@nomeEmpresa.com,2007-09-09,Vendedor Interno
80641,Daniel Rodrigues,Duarte,rodriguesduarte@nomeEmpresa.com,2014-09-10,Vendedor Interno
80642,Murilo Gomes,Lopes,gomeslopes@nomeEmpresa.com,2022-10-06,Vendedor Interno
80643,Renan Siqueira,Vargas,siqueiravargas@nomeEmpresa.com,2010-06-08,Telemarketing
80644,Apollo Pimenta,Costa,apollocosta@nomeEmpresa.com,2023-03-19,Vendedor Interno
80645,da Costa,Pinto,dapinto@nomeEmpresa.com,2015-12-15,Telemarketing
80646,Maria Alice,Grande,mariagrande@nomeEmpresa.com,2013-09-04,Vendedor Externo
80647,das Neves,Teixeira,dasteixeira@nomeEmpresa.com,2010-04-02,Vendedor Interno
80648,Marcela Pereira,Alves,pereiraalves@nomeEmpresa.com,2011-09-03,Vendedor Interno
80649,Marcela Mendonça,Vieira,mendoncavieira@nomeEmpresa.com,2008-09-24,Vendedor Interno
80650,Yasmin Pimenta,Santos,pimentasantos@nomeEmpresa.com,2019-06-27,Vendedor Interno
80651,Anthony Alves,Borges,alvesborges@nomeEmpresa.com,2017-03-29,Vendedor Externo
80652,Hugo Costa,Lopes,hugolopes@nomeEmpresa.com,2022-01-27,Vendedor Interno
80653,Enrico Barbosa,Melo,barbosamelo@nomeEmpresa.com,2020-10-09,Promotor de Vendas
80654,Sophia Aragão,Lopes,sophialopes@nomeEmpresa.com,2010-05-30,Vendedor Externo
80655,José Santos,Correia,santoscorreia@nomeEmpresa.com,2012-09-26,Telemarketing
80656,Júlia da,Azevedo,juliaazevedo@nomeEmpresa.com,2021-04-19,Vendedor Interno
80657,Apollo Vasconcelos,Luz,vasconcelosluz@nomeEmpresa.com,2024-02-19,Vendedor Externo
80658,Luiza da,Nunes,luizanunes@nomeEmpresa.com,2023-05-31,Telemarketing
80659,Ryan Ferreira,Nunes,ryannunes@nomeEmpresa.com,2023-04-17,Vendedor Interno
80660,da Luz,Dias,dadias@nomeEmpresa.com,2011-06-15,Telemarketing
80661,Carolina Porto,Rocha,carolinarocha@nomeEmpresa.com,2019-11-09,Vendedor Interno
80662,Lívia Fogaça,Dias,liviadias@nomeEmpresa.com,2004-12-08,Vendedor Interno
80663,Renan Brito,Rosa,renanrosa@nomeEmpresa.com,2011-04-05,Vendedor Interno
80664,Pietra Costela,Almeida,costelaalmeida@nomeEmpresa.com,2023-10-17,Vendedor Interno
80665,Ravi Brito,Martins,britomartins@nomeEmpresa.com,2008-09-05,Vendedor Interno
80666,Diogo Melo,Duarte,meloduarte@nomeEmpresa.com,2006-04-21,Vendedor Interno
80667,Igor Araújo,Aparecida,araujoaparecida@nomeEmpresa.com,2015-04-11,Vendedor Externo
80668,Ayla Carvalho,Andrade,carvalhoandrade@nomeEmpresa.com,2010-12-05,Telemarketing
80669,Lucas Barros,Cavalcante,lucascavalcante@nomeEmpresa.com,2004-06-22,Vendedor Externo
80670,Gabriel Cunha,Correia,gabrielcorreia@nomeEmpresa.com,2020-04-16,Vendedor Interno
80671,Juliana Rezende,Jesus,rezendejesus@nomeEmpresa.com,2011-09-15,Telemarketing
80672,Clara Casa,Teixeira,clarateixeira@nomeEmpresa.com,2020-12-14,Vendedor Interno
80673,Fernando Leão,Fernandes,fernandofernandes@nomeEmpresa.com,2024-03-01,Telemarketing
80674,Pedro Pacheco,Pimenta,pachecopimenta@nomeEmpresa.com,2009-05-14,Vendedor Interno
80675,Amanda Sales,Nascimento,amandanascimento@nomeEmpresa.com,2012-01-31,Vendedor Interno
80676,Antony Dias,Pacheco,diaspacheco@nomeEmpresa.com,2018-09-17,Vendedor Interno
80677,Mariane Cunha,Machado,cunhamachado@nomeEmpresa.com,2008-10-20,Promotor de Vendas
80678,Bárbara Barbosa,Rios,barbosarios@nomeEmpresa.com,2019-06-06,Vendedor Interno
80679,Letícia Macedo,Carvalho,macedocarvalho@nomeEmpresa.com,2017-12-11,Vendedor Interno
80680,Laura Siqueira,Vargas,lauravargas@nomeEmpresa.com,2022-12-14,Telemarketing
80681,Théo Macedo,Montenegro,macedomontenegro@nomeEmpresa.com,2006-12-27,Vendedor Interno
80682,Alexia Brito,Ribeiro,britoribeiro@nomeEmpresa.com,2012-05-20,Telemarketing
80683,Benjamin Sousa,Montenegro,sousamontenegro@nomeEmpresa.com,2014-10-13,Vendedor Externo
80684,Isis Freitas,Gomes,freitasgomes@nomeEmpresa.com,2017-02-05,Vendedor Interno
80685,da Cruz,Campos,dacampos@nomeEmpresa.com,2023-09-14,Telemarketing
80686,Murilo Freitas,Leão,freitasleao@nomeEmpresa.com,2015-04-22,Vendedor Interno
80687,Jade Ramos,Brito,ramosbrito@nomeEmpresa.com,2019-09-23,Vendedor Externo
80688,Luiz Albuquerque,Correia,luizcorreia@nomeEmpresa.com,2014-11-01,Vendedor Interno
80689,das Neves,Costela,dascostela@nomeEmpresa.com,2024-09-19,Vendedor Interno
80690,Francisco Cirino,Lopes,cirinolopes@nomeEmpresa.com,2013-06-15,Vendedor Interno
80691,Nicole Viana,Castro,nicolecastro@nomeEmpresa.com,2005-09-17,Telemarketing
80692,Zoe Fernandes,Macedo,fernandesmacedo@nomeEmpresa.com,2012-05-01,Vendedor Externo
80693,Eduarda Novaes,Vieira,eduardavieira@nomeEmpresa.com,2020-11-24,Vendedor Interno
80694,Lucca Silveira,Ferreira,luccaferreira@nomeEmpresa.com,2010-03-28,Vendedor Interno
80695,Sophie Nunes,Azevedo,nunesazevedo@nomeEmpresa.com,2012-09-26,Vendedor Externo
80696,Cecilia Viana,Camargo,vianacamargo@nomeEmpresa.com,2004-03-19,Promotor de Vendas
80697,Isaque Teixeira,Souza,teixeirasouza@nomeEmpresa.com,2011-04-28,Telemarketing
80698,Benício Pereira,Luz,pereiraluz@nomeEmpresa.com,2021-09-05,Vendedor Externo
80699,Natália Azevedo,Costela,azevedocostela@nomeEmpresa.com,2018-11-29,Vendedor Interno
80700,Allana Vieira,Guerra,allanaguerra@nomeEmpresa.com,2011-11-09,Consultor de Vendas
80701,Vinicius Mendonça,Mendes,mendoncamendes@nomeEmpresa.com,2006-07-14,Vendedor Interno
80702,Antony Gomes,Silva,gomessilva@nomeEmpresa.com,2007-03-04,Vendedor Externo
80703,Cecília Aparecida,Ramos,ceciliaramos@nomeEmpresa.com,2009-07-13,Telemarketing
80704,Hadassa Novaes,Silveira,novaessilveira@nomeEmpresa.com,2010-04-27,Telemarketing
80705,Raul Araújo,Moreira,araujomoreira@nomeEmpresa.com,2014-06-01,Vendedor Interno
80706,Yago Freitas,Santos,freitassantos@nomeEmpresa.com,2007-02-21,Vendedor Interno
80707,Isaac Vasconcelos,Alves,vasconcelosalves@nomeEmpresa.com,2023-12-25,Vendedor Externo
80708,Erick Moraes,Pacheco,moraespacheco@nomeEmpresa.com,2022-05-11,Vendedor Externo
80709,Ísis Leão,Câmara,isiscamara@nomeEmpresa.com,2012-12-21,Vendedor Interno
80710,Joana Moraes,Cardoso,moraescardoso@nomeEmpresa.com,2008-02-07,Consultor de Vendas
80711,Júlia Sampaio,Dias,juliadias@nomeEmpresa.com,2013-02-20,Telemarketing
80712,Yuri Viana,Mota,vianamota@nomeEmpresa.com,2009-07-08,Telemarketing
80713,Fernanda Andrade,Moura,andrademoura@nomeEmpresa.com,2015-09-02,Telemarketing
80714,Luara Mendes,Carvalho,mendescarvalho@nomeEmpresa.com,2015-08-25,Telemarketing
80715,Murilo Pastor,Câmara,murilocamara@nomeEmpresa.com,2009-05-07,Vendedor Externo
80716,Enzo Nogueira,Novaes,nogueiranovaes@nomeEmpresa.com,2020-09-21,Vendedor Interno
80717,Luiz Felipe,Rios,luizrios@nomeEmpresa.com,2022-07-23,Vendedor Interno
80718,Luiza Gonçalves,Fonseca,goncalvesfonseca@nomeEmpresa.com,2019-10-27,Vendedor Externo
80719,Clara Vargas,Cruz,vargascruz@nomeEmpresa.com,2016-08-22,Vendedor Externo
80720,Ana Carolina,Machado,anamachado@nomeEmpresa.com,2005-01-20,Telemarketing
80721,Melina da,Vasconcelos,melinavasconcelos@nomeEmpresa.com,2009-11-13,Vendedor Interno
80722,Benicio Monteiro,Azevedo,monteiroazevedo@nomeEmpresa.com,2017-01-19,Consultor de Vendas
80723,Liz Duarte,Silva,duartesilva@nomeEmpresa.com,2008-04-25,Vendedor Externo
80724,Joana Casa,Cassiano,joanacassiano@nomeEmpresa.com,2005-03-06,Vendedor Interno
80725,Eduardo Almeida,Luz,eduardoluz@nomeEmpresa.com,2015-04-23,Vendedor Interno
80726,Heloisa Fogaça,Rosa,fogacarosa@nomeEmpresa.com,2021-03-22,Vendedor Interno
80727,Liz Moraes,Mata,lizmata@nomeEmpresa.com,2012-05-17,Vendedor Externo
80728,da Rosa,Rocha,darocha@nomeEmpresa.com,2024-03-25,Telemarketing
80729,da Conceição,Mendes,damendes@nomeEmpresa.com,2011-06-21,Vendedor Interno
80730,Miguel Macedo,Moraes,miguelmoraes@nomeEmpresa.com,2014-09-17,Vendedor Interno
80731,Júlia Aparecida,Sales,juliasales@nomeEmpresa.com,2016-06-20,Vendedor Externo
80732,Luara Pastor,Correia,luaracorreia@nomeEmpresa.com,2016-02-01,Vendedor Interno
80733,Ravi da,Fonseca,ravifonseca@nomeEmpresa.com,2018-08-17,Vendedor Interno
80734,Eduardo Fernandes,Castro,fernandescastro@nomeEmpresa.com,2023-10-03,Telemarketing
80735,Laura Teixeira,Oliveira,teixeiraoliveira@nomeEmpresa.com,2010-04-04,Vendedor Interno
80736,Aylla Vieira,Vieira,vieiravieira@nomeEmpresa.com,2010-01-25,Vendedor Externo
80737,Laura Montenegro,Cunha,lauracunha@nomeEmpresa.com,2008-06-23,Telemarketing
80738,Sophia das,Alves,sophiaalves@nomeEmpresa.com,2015-06-07,Telemarketing
80739,Vinicius Ferreira,Costa,ferreiracosta@nomeEmpresa.com,2013-05-24,Telemarketing
80740,da Cruz,Pastor,dapastor@nomeEmpresa.com,2024-01-04,Vendedor Interno
80741,Fernando Costa,Farias,fernandofarias@nomeEmpresa.com,2014-04-07,Telemarketing
80742,Rhavi Costela,Costa,costelacosta@nomeEmpresa.com,2020-10-10,Vendedor Interno
80743,Julia Abreu,Borges,juliaborges@nomeEmpresa.com,2009-07-20,Promotor de Vendas
80744,Yuri Rezende,Cruz,yuricruz@nomeEmpresa.com,2012-08-15,Telemarketing
80745,Laura Macedo,Grande,lauragrande@nomeEmpresa.com,2006-07-08,Telemarketing
80746,Zoe Teixeira,Souza,teixeirasouza@nomeEmpresa.com,2016-03-29,Telemarketing
80747,Miguel Alves,Fogaça,miguelfogaca@nomeEmpresa.com,2021-08-04,Vendedor Interno
80748,Caio Machado,Fernandes,machadofernandes@nomeEmpresa.com,2015-01-28,Vendedor Externo
80749,Isabel Novaes,Siqueira,isabelsiqueira@nomeEmpresa.com,2015-09-28,Telemarketing
80750,Pietro Rodrigues,Alves,rodriguesalves@nomeEmpresa.com,2019-05-22,Promotor de Vendas
80751,Dom Ferreira,Rezende,domrezende@nomeEmpresa.com,2013-10-16,Telemarketing
80752,Ravi Vargas,Pires,vargaspires@nomeEmpresa.com,2010-12-20,Telemarketing
80753,Ryan Silva,Moraes,silvamoraes@nomeEmpresa.com,2016-03-19,Telemarketing
80754,Diogo Macedo,Mota,macedomota@nomeEmpresa.com,2006-08-29,Vendedor Externo
80755,Fernanda Sampaio,Mendonça,fernandamendonca@nomeEmpresa.com,2023-02-25,Vendedor Externo
80756,Miguel Martins,Albuquerque,miguelalbuquerque@nomeEmpresa.com,2006-01-01,Vendedor Interno
80757,Cecilia Sales,Vargas,salesvargas@nomeEmpresa.com,2006-10-06,Promotor de Vendas
80758,Catarina Melo,Neves,meloneves@nomeEmpresa.com,2007-09-16,Vendedor Externo
80759,Lorena Ribeiro,Aparecida,ribeiroaparecida@nomeEmpresa.com,2018-09-17,Vendedor Interno
80760,Bruno da,Fonseca,brunofonseca@nomeEmpresa.com,2007-07-01,Vendedor Interno
80761,Luan da,Moura,luanmoura@nomeEmpresa.com,2008-01-14,Vendedor Externo
80762,Arthur Gabriel,Novais,arthurnovais@nomeEmpresa.com,2004-11-28,Vendedor Interno
80763,Matteo Jesus,Barros,jesusbarros@nomeEmpresa.com,2012-09-11,Vendedor Externo
80764,Anna Liz,Moura,annamoura@nomeEmpresa.com,2017-03-23,Vendedor Interno
80765,Gustavo Marques,Duarte,marquesduarte@nomeEmpresa.com,2022-02-18,Promotor de Vendas
80766,Giovanna Farias,Carvalho,fariascarvalho@nomeEmpresa.com,2018-12-27,Vendedor Interno
80767,Vitor Barbosa,Abreu,vitorabreu@nomeEmpresa.com,2007-01-07,Vendedor Interno
80768,Camila Marques,Mata,marquesmata@nomeEmpresa.com,2017-10-08,Vendedor Externo
80769,Ravi Carvalho,Moreira,ravimoreira@nomeEmpresa.com,2020-11-09,Telemarketing
80770,Clara Vargas,Freitas,clarafreitas@nomeEmpresa.com,2017-03-06,Vendedor Interno
80771,Raul Cavalcante,Novais,cavalcantenovais@nomeEmpresa.com,2013-09-25,Telemarketing
80772,Gael Novais,Rocha,novaisrocha@nomeEmpresa.com,2024-02-11,Vendedor Interno
80773,Guilherme Novaes,Fonseca,novaesfonseca@nomeEmpresa.com,2014-08-09,Vendedor Externo
80774,Anthony Gabriel,Cunha,anthonycunha@nomeEmpresa.com,2006-07-30,Vendedor Interno
80775,Bryan Câmara,Macedo,camaramacedo@nomeEmpresa.com,2011-10-04,Vendedor Externo
80776,Fernanda Guerra,Lopes,guerralopes@nomeEmpresa.com,2015-05-06,Vendedor Interno
80777,Yasmin Araújo,Caldeira,araujocaldeira@nomeEmpresa.com,2006-09-16,Vendedor Interno
80778,Alice Farias,Ferreira,fariasferreira@nomeEmpresa.com,2019-09-08,Vendedor Interno
80779,Cauê Silveira,Martins,silveiramartins@nomeEmpresa.com,2016-10-02,Vendedor Interno
80780,Lívia Caldeira,Almeida,caldeiraalmeida@nomeEmpresa.com,2008-11-12,Vendedor Interno
80781,Miguel da,Sousa,miguelsousa@nomeEmpresa.com,2008-02-19,Vendedor Interno
80782,Laura Rios,Camargo,lauracamargo@nomeEmpresa.com,2014-04-12,Telemarketing
80783,Heitor Macedo,Mendonça,macedomendonca@nomeEmpresa.com,2017-10-29,Telemarketing
80784,Enzo Pacheco,Nunes,pacheconunes@nomeEmpresa.com,2024-09-06,Vendedor Externo
80785,Cecilia Viana,Rosa,ceciliarosa@nomeEmpresa.com,2010-11-04,Vendedor Interno
80786,Thomas Borges,Cardoso,borgescardoso@nomeEmpresa.com,2015-10-27,Telemarketing
80787,Flor da,Barros,florbarros@nomeEmpresa.com,2019-03-03,Vendedor Externo
80788,Benjamim Farias,Martins,fariasmartins@nomeEmpresa.com,2021-02-26,Vendedor Externo
80789,Miguel Pastor,Cruz,miguelcruz@nomeEmpresa.com,2004-09-16,Promotor de Vendas
80790,Fernando Monteiro,Azevedo,monteiroazevedo@nomeEmpresa.com,2023-04-09,Vendedor Interno
80791,Dante Cavalcanti,Mota,cavalcantimota@nomeEmpresa.com,2016-11-27,Vendedor Interno
80792,Vitória Cavalcanti,Castro,vitoriacastro@nomeEmpresa.com,2017-05-28,Promotor de Vendas
80793,Bruna Nascimento,Monteiro,nascimentomonteiro@nomeEmpresa.com,2011-12-14,Promotor de Vendas
80794,Joaquim Brito,Borges,britoborges@nomeEmpresa.com,2013-07-22,Promotor de Vendas
80795,Ágatha Rocha,Mendonça,agathamendonca@nomeEmpresa.com,2020-02-22,Vendedor Interno
80796,Nicole Correia,Sales,correiasales@nomeEmpresa.com,2004-11-15,Vendedor Interno
80797,Ísis Ramos,Cavalcanti,ramoscavalcanti@nomeEmpresa.com,2023-07-31,Vendedor Interno
80798,Letícia Guerra,Cassiano,guerracassiano@nomeEmpresa.com,2006-05-12,Vendedor Interno
80799,Antonella Fonseca,Montenegro,antonellamontenegro@nomeEmpresa.com,2016-05-01,Telemarketing
80800,Felipe Freitas,Rocha,feliperocha@nomeEmpresa.com,2006-12-23,Vendedor Interno
80801,Ágatha Vasconcelos,Mata,vasconcelosmata@nomeEmpresa.com,2008-07-13,Vendedor Externo
80802,Henrique Moura,Gomes,henriquegomes@nomeEmpresa.com,2016-02-05,Vendedor Interno
80803,Paulo Cardoso,Camargo,cardosocamargo@nomeEmpresa.com,2022-09-05,Vendedor Interno
80804,Liz Moraes,Machado,moraesmachado@nomeEmpresa.com,2017-02-17,Promotor de Vendas
80805,Laura Farias,Ferreira,lauraferreira@nomeEmpresa.com,2017-11-13,Vendedor Interno
80806,Rafael Duarte,Rosa,duarterosa@nomeEmpresa.com,2013-08-08,Vendedor Interno
80807,Eloah Garcia,Aparecida,garciaaparecida@nomeEmpresa.com,2023-04-28,Vendedor Interno
80808,Kamilly Carvalho,Costela,carvalhocostela@nomeEmpresa.com,2009-05-23,Vendedor Externo
80809,Olívia Monteiro,Lima,monteirolima@nomeEmpresa.com,2013-07-08,Vendedor Interno
80810,Isis Barros,Novaes,isisnovaes@nomeEmpresa.com,2024-05-04,Vendedor Interno
80811,Enrico Cavalcanti,Siqueira,cavalcantisiqueira@nomeEmpresa.com,2008-11-29,Telemarketing
80812,Carolina Rios,Silveira,carolinasilveira@nomeEmpresa.com,2020-04-09,Vendedor Externo
80813,Gabriel Pimenta,Conceição,gabrielconceicao@nomeEmpresa.com,2017-06-04,Vendedor Interno
80814,Eduarda Rezende,Cruz,rezendecruz@nomeEmpresa.com,2010-08-14,Promotor de Vendas
80815,Clara Sá,Albuquerque,saalbuquerque@nomeEmpresa.com,2004-05-02,Telemarketing
80816,Julia Gonçalves,Costela,juliacostela@nomeEmpresa.com,2008-07-02,Vendedor Interno
80817,Benício Sampaio,Albuquerque,sampaioalbuquerque@nomeEmpresa.com,2004-09-07,Vendedor Interno
80818,Sofia Oliveira,Nunes,oliveiranunes@nomeEmpresa.com,2007-03-06,Vendedor Interno
80819,Carolina Castro,Aragão,castroaragao@nomeEmpresa.com,2009-12-03,Telemarketing
80820,Heloísa Vasconcelos,Guerra,heloisaguerra@nomeEmpresa.com,2004-09-21,Promotor de Vendas
80821,Eduardo Mendonça,Viana,eduardoviana@nomeEmpresa.com,2022-06-21,Vendedor Interno
80822,Gabriel Araújo,Paz,gabrielpaz@nomeEmpresa.com,2022-05-09,Vendedor Interno
80823,Nathan Viana,Ribeiro,nathanribeiro@nomeEmpresa.com,2018-04-03,Consultor de Vendas
80824,Joaquim Porto,Luz,portoluz@nomeEmpresa.com,2016-07-13,Telemarketing
80825,Manuella Sousa,Sampaio,sousasampaio@nomeEmpresa.com,2020-03-28,Telemarketing
80826,da Cunha,Fonseca,dafonseca@nomeEmpresa.com,2018-02-16,Telemarketing
80827,Laís Macedo,Cardoso,macedocardoso@nomeEmpresa.com,2009-01-13,Telemarketing
80828,Pedro Lucas,Viana,pedroviana@nomeEmpresa.com,2022-03-16,Vendedor Externo
